RA,Dec
36.57417297363281,-4.652473449707031
36.9085693359375,-4.6522321701049805
36.66487121582031,-4.626834392547607
36.88210678100586,-4.623141288757324
36.38526916503906,-4.638627529144287
36.33784484863281,-4.663817882537842
36.74931335449219,-4.6369147300720215
36.52925109863281,-4.656278133392334
36.66912078857422,-4.651509761810303
37.05098342895508,-4.651228904724121
36.86637496948242,-4.626245021820068
36.437522888183594,-4.6266770362854
36.29543685913086,-4.623443603515625
36.199100494384766,-4.621393203735352
36.890384674072266,-4.608818531036377
36.72443389892578,-4.6075944900512695
36.48097610473633,-4.655068874359131
36.261375427246094,-4.654545307159424
36.23588180541992,-4.617421627044678
36.076683044433594,-4.618381500244141
36.68939971923828,-4.60434627532959
36.1696662902832,-4.616028308868408
36.15557098388672,-4.6338090896606445
36.59982681274414,-4.690476417541504
36.935646057128906,-4.690415382385254
36.87781524658203,-4.69128942489624
36.53947830200195,-4.613971710205078
36.366920471191406,-4.611636161804199
36.18398666381836,-4.642075538635254
36.06349182128906,-4.6412458419799805
36.5883903503418,-4.607921123504639
36.31583786010742,-4.597928524017334
36.35594177246094,-4.603806972503662
36.042755126953125,-4.603355884552002
35.9744758605957,-4.6028852462768555
36.676116943359375,-4.601463794708252
36.48435974121094,-4.628561496734619
36.96905517578125,-4.600700855255127
36.830116271972656,-4.610179901123047
36.666961669921875,-4.576022624969482
36.11982727050781,-4.620274543762207
36.02223205566406,-4.620203018188477
35.99224853515625,-4.588092803955078
36.98942565917969,-4.587432861328125
36.67656707763672,-4.614791393280029
36.30707550048828,-4.613966941833496
37.04265213012695,-4.619504451751709
36.916351318359375,-4.619162082672119
36.82358169555664,-4.630762577056885
36.52339553833008,-4.568465232849121
36.04081344604492,-4.568019866943359
36.46617126464844,-4.568192005157471
35.975826263427734,-4.653834819793701
36.92603302001953,-4.602365970611572
36.886024475097656,-4.5956902503967285
36.29438400268555,-4.597027778625488
37.037017822265625,-4.58231258392334
36.92941665649414,-4.580002307891846
37.02001190185547,-4.599939346313477
36.992733001708984,-4.575195789337158
36.650299072265625,-4.574738025665283
36.693477630615234,-4.572828769683838
36.30797576904297,-4.572328090667725
36.423465728759766,-4.571481227874756
36.80414581298828,-4.590896129608154
36.12496566772461,-4.603846073150635
36.40719223022461,-4.608977317810059
36.859676361083984,-4.5578293800354
36.447330474853516,-4.561967372894287
36.85037612915039,-4.565589427947998
36.90186309814453,-4.6051859855651855
36.39581298828125,-4.60466194152832
36.27677536010742,-4.605814456939697
36.88825225830078,-4.558648109436035
36.574737548828125,-4.601964950561523
36.35700607299805,-4.5860137939453125
36.43971633911133,-4.579326152801514
36.98304748535156,-4.633852958679199
36.31582260131836,-4.6335930824279785
36.88290023803711,-4.633439540863037
36.04861068725586,-4.541346549987793
37.08611297607422,-4.541333198547363
36.87178421020508,-4.5410661697387695
36.89082717895508,-4.572558403015137
36.6818733215332,-4.555012226104736
36.91193389892578,-4.589432239532471
36.817893981933594,-4.545086860656738
35.976318359375,-4.546478748321533
36.2244987487793,-4.570705413818359
37.0732536315918,-4.569511890411377
36.78142547607422,-4.534223556518555
36.232479095458984,-4.533009052276611
35.96142578125,-4.532837390899658
36.14310073852539,-4.533448219299316
35.992061614990234,-4.538994789123535
36.10072708129883,-4.541661739349365
36.33747100830078,-4.540853500366211
36.48518753051758,-4.553645133972168
36.53493118286133,-4.5286993980407715
36.662715911865234,-4.528526782989502
36.28068923950195,-4.5677900314331055
36.07987594604492,-4.567473888397217
36.55267333984375,-4.567047595977783
36.69953155517578,-4.526544094085693
36.71800994873047,-4.528116703033447
36.745849609375,-4.521827220916748
36.856407165527344,-4.5212082862854
37.113861083984375,-4.524573802947998
36.45856475830078,-4.557919502258301
36.52267837524414,-4.540789604187012
36.48343276977539,-4.539093017578125
36.610015869140625,-4.559190273284912
36.858455657958984,-4.537238597869873
36.029109954833984,-4.564835548400879
36.66252517700195,-4.564510345458984
